target_id	length	eff_length	est_counts	tpm
CCDS22116.1|Mm108|chr8	2409	2114.93	0	0
CCDS22118.1|Mm108|chr8	1074	779.931	0	0
CCDS22119.1|Mm108|chr8	549	264.287	0	0
CCDS22123.1|Mm108|chr8	4392	4097.93	0	0
CCDS22124.1|Mm108|chr8	2469	2174.93	0	0
CCDS22125.1|Mm108|chr8	1491	1196.93	0	0
CCDS22126.1|Mm108|chr8	1098	803.931	0	0
CCDS22130.1|Mm108|chr8	225	57.4692	0	0
CCDS22133.1|Mm108|chr8	342	106.779	0	0
CCDS22152.1|Mm108|chr8	282	72.3005	0	0
CCDS22156.1|Mm108|chr8	351	114.966	0	0
CCDS22167.1|Mm108|chr8	672	378.157	0	0
CCDS22168.1|Mm108|chr8	4389	4094.93	0	0
CCDS22169.1|Mm108|chr8	1530	1235.93	0	0
CCDS22170.1|Mm108|chr8	1995	1700.93	0	0
CCDS22171.1|Mm108|chr8	1161	866.931	0	0
CCDS22172.1|Mm108|chr8	2556	2261.93	0	0
CCDS22173.1|Mm108|chr8	1995	1700.93	0	0
CCDS22175.1|Mm108|chr8	906	611.998	0	0
CCDS22176.1|Mm108|chr8	1155	860.931	0	0
CCDS22178.1|Mm108|chr8	1971	1676.93	0	0
CCDS22179.1|Mm108|chr8	852	557.998	0	0
CCDS22180.1|Mm108|chr8	666	372.157	0	0
CCDS22181.1|Mm108|chr8	1008	713.931	0	0
CCDS22182.1|Mm108|chr8	2217	1922.93	0	0
CCDS22183.1|Mm108|chr8	1680	1385.93	0	0
CCDS22184.1|Mm108|chr8	1257	962.931	0	0
CCDS22187.1|Mm108|chr8	5547	5252.93	0	0
CCDS22189.1|Mm108|chr8	1371	1076.93	0	0
CCDS22190.1|Mm108|chr8	672	378.157	0	0
CCDS22191.1|Mm108|chr8	945	650.998	0	0
CCDS22192.1|Mm108|chr8	690	396.157	0	0
CCDS22194.1|Mm108|chr8	321	96.3589	0	0
CCDS22195.1|Mm108|chr8	2160	1865.93	0	0
CCDS22196.1|Mm108|chr8	2469	2174.93	0	0
CCDS22197.1|Mm108|chr8	642	348.157	0	0
CCDS22198.1|Mm108|chr8	1278	983.931	0	0
CCDS22201.1|Mm108|chr8	1374	1079.93	0	0
CCDS22202.1|Mm108|chr8	402	156.922	0	0
CCDS22203.1|Mm108|chr8	855	560.998	0	0
CCDS22204.1|Mm108|chr8	1050	755.931	0	0
CCDS22205.1|Mm108|chr8	1134	839.931	0	0
CCDS22206.1|Mm108|chr8	2157	1862.93	0	0
CCDS22208.1|Mm108|chr8	633	339.157	0	0
CCDS22209.1|Mm108|chr8	1023	728.931	0	0
CCDS22210.2|Mm108|chr8	4011	3716.93	116	0.812297
CCDS22211.1|Mm108|chr8	1263	968.931	0	0
CCDS22212.1|Mm108|chr8	1215	920.931	0	0
CCDS22213.1|Mm108|chr8	1203	908.931	0	0
CCDS22214.1|Mm108|chr8	354	117.73	0	0
CCDS22215.1|Mm108|chr8	1056	761.931	0	0
CCDS22216.1|Mm108|chr8	1350	1055.93	0	0
CCDS22217.1|Mm108|chr8	1395	1100.93	0	0
CCDS22219.1|Mm108|chr8	636	342.157	0	0
CCDS22220.1|Mm108|chr8	465	196.335	0	0
CCDS22221.1|Mm108|chr8	1539	1244.93	0	0
CCDS22222.1|Mm108|chr8	891	596.998	9	0.392384
CCDS22223.1|Mm108|chr8	1446	1151.93	0	0
CCDS22229.1|Mm108|chr8	4206	3911.93	0	0
CCDS22230.1|Mm108|chr8	1053	758.931	0	0
CCDS22232.1|Mm108|chr8	8358	8063.93	0	0
CCDS22233.1|Mm108|chr8	930	635.998	0	0
CCDS22234.1|Mm108|chr8	834	539.998	0	0
CCDS22235.1|Mm108|chr8	1503	1208.93	0	0
CCDS22236.1|Mm108|chr8	879	584.998	0	0
CCDS22238.1|Mm108|chr8	573	282.009	0	0
CCDS22239.1|Mm108|chr8	396	151.254	0	0
CCDS22241.1|Mm108|chr8	1197	902.931	0	0
CCDS22242.1|Mm108|chr8	3963	3668.93	0	0
CCDS22243.1|Mm108|chr8	855	560.998	0	0
CCDS22244.1|Mm108|chr8	1038	743.931	0	0
CCDS22246.1|Mm108|chr8	891	596.998	42	1.83112
CCDS22247.2|Mm108|chr8	4122	3827.93	0	0
CCDS22248.1|Mm108|chr8	1344	1049.93	0	0
CCDS22250.1|Mm108|chr8	882	587.998	0	0
CCDS22251.2|Mm108|chr8	936	641.998	0	0
CCDS22252.1|Mm108|chr8	1101	806.931	0	0
CCDS22253.1|Mm108|chr8	858	563.998	0	0
CCDS22254.1|Mm108|chr8	1194	899.931	0	0
CCDS22255.1|Mm108|chr8	2286	1991.93	0	0
CCDS22256.1|Mm108|chr8	2283	1988.93	0	0
CCDS22258.1|Mm108|chr8	1974	1679.93	0	0
CCDS22259.1|Mm108|chr8	1128	833.931	0	0
CCDS22260.1|Mm108|chr8	945	650.998	0	0
CCDS22261.1|Mm108|chr8	6078	5783.93	0	0
CCDS22262.1|Mm108|chr8	1185	890.931	0	0
CCDS22263.1|Mm108|chr8	777	482.998	0	0
CCDS22266.1|Mm108|chr8	1413	1118.93	0	0
CCDS22267.1|Mm108|chr8	867	572.998	0	0
CCDS22268.1|Mm108|chr8	2100	1805.93	0	0
CCDS22269.1|Mm108|chr8	2094	1799.93	0	0
CCDS22271.1|Mm108|chr8	2145	1850.93	0	0
CCDS22273.1|Mm108|chr8	1062	767.931	0	0
CCDS22274.1|Mm108|chr8	1875	1580.93	0	0
CCDS22275.1|Mm108|chr8	1917	1622.93	0	0
CCDS22276.1|Mm108|chr8	1578	1283.93	0	0
CCDS22277.1|Mm108|chr8	2364	2069.93	0	0
CCDS22278.1|Mm108|chr8	2718	2423.93	0	0
CCDS22281.1|Mm108|chr8	951	656.998	0	0
CCDS22282.1|Mm108|chr8	2547	2252.93	0	0
CCDS22283.1|Mm108|chr8	951	656.998	0	0
CCDS22284.1|Mm108|chr8	1386	1091.93	0	0
CCDS22285.1|Mm108|chr8	480	202.498	0	0
CCDS22286.1|Mm108|chr8	1041	746.931	0	0
CCDS22287.2|Mm108|chr8	2523	2228.93	0	0
CCDS22288.1|Mm108|chr8	1626	1331.93	0	0
CCDS22290.1|Mm108|chr8	723	428.998	0	0
CCDS22291.1|Mm108|chr8	2100	1805.93	0	0
CCDS22292.1|Mm108|chr8	1233	938.931	0	0
CCDS22294.1|Mm108|chr8	834	539.998	0	0
CCDS22295.1|Mm108|chr8	1050	755.931	0	0
CCDS22296.1|Mm108|chr8	3402	3107.93	0	0
CCDS22297.1|Mm108|chr8	567	279.036	0	0
CCDS22298.1|Mm108|chr8	846	551.998	0	0
CCDS22299.1|Mm108|chr8	1692	1397.93	0	0
CCDS22301.1|Mm108|chr8	3564	3269.93	0	0
CCDS22302.2|Mm108|chr8	555	269.955	0	0
CCDS22303.1|Mm108|chr8	8148	7853.93	0	0
CCDS22304.1|Mm108|chr8	1041	746.931	0	0
CCDS22305.1|Mm108|chr8	1821	1526.93	0	0
CCDS22306.1|Mm108|chr8	1248	953.931	0	0
CCDS22307.1|Mm108|chr8	990	695.931	0	0
CCDS22308.1|Mm108|chr8	888	593.998	0	0
CCDS22309.2|Mm108|chr8	3894	3599.93	0	0
CCDS22310.1|Mm108|chr8	837	542.998	421	20.1802
CCDS22311.1|Mm108|chr8	2292	1997.93	0	0
CCDS22313.1|Mm108|chr8	1161	866.931	0	0
CCDS22314.1|Mm108|chr8	960	665.998	0	0
CCDS22315.1|Mm108|chr8	654	360.157	0	0
CCDS22316.1|Mm108|chr8	663	369.157	0	0
CCDS22317.1|Mm108|chr8	1974	1679.93	0	0
CCDS22318.2|Mm108|chr8	1806	1511.93	0	0
CCDS22320.1|Mm108|chr8	1278	983.931	0	0
CCDS22321.1|Mm108|chr8	1230	935.931	0	0
CCDS22322.1|Mm108|chr8	2376	2081.93	0	0
CCDS22323.1|Mm108|chr8	2283	1988.93	0	0
CCDS22326.1|Mm108|chr8	1311	1016.93	0	0
CCDS22327.1|Mm108|chr8	1431	1136.93	0	0
CCDS22328.1|Mm108|chr8	882	587.998	0	0
CCDS22329.1|Mm108|chr8	801	506.998	0	0
CCDS22330.1|Mm108|chr8	1404	1109.93	0	0
CCDS22331.1|Mm108|chr8	1401	1106.93	0	0
CCDS22332.1|Mm108|chr8	1386	1091.93	0	0
CCDS22333.1|Mm108|chr8	858	563.998	0	0
CCDS22334.1|Mm108|chr8	1884	1589.93	0	0
CCDS22335.1|Mm108|chr8	1401	1106.93	0	0
CCDS22336.1|Mm108|chr8	1149	854.931	0	0
CCDS22337.1|Mm108|chr8	873	578.998	0	0
CCDS22338.1|Mm108|chr8	873	578.998	0	0
CCDS22339.1|Mm108|chr8	873	578.998	0	0
CCDS22340.1|Mm108|chr8	1557	1262.93	0	0
CCDS22341.1|Mm108|chr8	1593	1298.93	0	0
CCDS22342.1|Mm108|chr8	2133	1838.93	0	0
CCDS22344.1|Mm108|chr8	1566	1271.93	0	0
CCDS22345.1|Mm108|chr8	1800	1505.93	0	0
CCDS22347.1|Mm108|chr8	1269	974.931	0	0
CCDS22349.1|Mm108|chr8	3603	3308.93	0	0
CCDS22350.1|Mm108|chr8	2916	2621.93	0	0
CCDS22352.1|Mm108|chr8	1137	842.931	0	0
CCDS22353.1|Mm108|chr8	435	180.83	0	0
CCDS22354.1|Mm108|chr8	822	527.998	0	0
CCDS22355.1|Mm108|chr8	1893	1598.93	12241.1	199.266
CCDS22356.1|Mm108|chr8	1932	1637.93	0	0
CCDS22357.1|Mm108|chr8	1131	836.931	0	0
CCDS22358.1|Mm108|chr8	3807	3512.93	0	0
CCDS22360.1|Mm108|chr8	810	515.998	0	0
CCDS22361.1|Mm108|chr8	1050	755.931	0	0
CCDS22362.1|Mm108|chr8	3204	2909.93	0	0
CCDS22363.1|Mm108|chr8	1071	776.931	0	0
CCDS22364.1|Mm108|chr8	1443	1148.93	0	0
CCDS22365.1|Mm108|chr8	927	632.998	0	0
CCDS22367.1|Mm108|chr8	2268	1973.93	0	0
CCDS22368.1|Mm108|chr8	1014	719.931	0	0
CCDS22369.1|Mm108|chr8	1278	983.931	0	0
CCDS22370.1|Mm108|chr8	510	230.677	0	0
CCDS22371.1|Mm108|chr8	387	142.98	0	0
CCDS22372.1|Mm108|chr8	1809	1514.93	125	2.14763
CCDS22373.1|Mm108|chr8	1674	1379.93	0	0
CCDS22374.1|Mm108|chr8	1092	797.931	0	0
CCDS22375.1|Mm108|chr8	894	599.998	0	0
CCDS22376.1|Mm108|chr8	912	617.998	0	0
CCDS22377.1|Mm108|chr8	630	336.157	0	0
CCDS22378.1|Mm108|chr8	1959	1664.93	0	0
CCDS22379.1|Mm108|chr8	663	369.157	0	0
CCDS22380.1|Mm108|chr8	603	310.044	0	0
CCDS22381.1|Mm108|chr8	2169	1874.93	0	0
CCDS22382.1|Mm108|chr8	2217	1922.93	0	0
CCDS22384.1|Mm108|chr8	654	360.157	12301	888.976
CCDS22385.1|Mm108|chr8	1857	1562.93	0	0
CCDS22386.1|Mm108|chr8	531	250.715	0	0
CCDS22387.1|Mm108|chr8	2922	2627.93	0	0
CCDS22389.1|Mm108|chr8	1119	824.931	0	0
CCDS22390.1|Mm108|chr8	813	518.998	0	0
CCDS22391.1|Mm108|chr8	660	366.157	0	0
CCDS22392.1|Mm108|chr8	1173	878.931	0	0
CCDS22393.1|Mm108|chr8	2043	1748.93	0	0
CCDS22396.1|Mm108|chr8	1317	1022.93	0	0
CCDS22397.1|Mm108|chr8	519	239.407	0	0
CCDS22398.1|Mm108|chr8	816	521.998	0	0
CCDS22400.1|Mm108|chr8	774	479.998	0	0
CCDS22401.1|Mm108|chr8	1854	1559.93	0	0
CCDS22402.2|Mm108|chr8	5139	4844.93	0	0
CCDS22403.1|Mm108|chr8	3303	3008.93	0	0
CCDS22404.1|Mm108|chr8	369	129.428	0	0
CCDS22405.1|Mm108|chr8	1119	824.931	0	0
CCDS22406.1|Mm108|chr8	1575	1280.93	0	0
CCDS22407.1|Mm108|chr8	942	647.998	0	0
CCDS22408.1|Mm108|chr8	747	452.998	0	0
CCDS22409.1|Mm108|chr8	624	330.592	0	0
CCDS22410.1|Mm108|chr8	1005	710.931	0	0
CCDS22411.1|Mm108|chr8	1272	977.931	0	0
CCDS22412.1|Mm108|chr8	1065	770.931	0	0
CCDS22413.1|Mm108|chr8	1143	848.931	0	0
CCDS22414.1|Mm108|chr8	1926	1631.93	0	0
CCDS22415.2|Mm108|chr8	1230	935.931	0	0
CCDS22416.1|Mm108|chr8	1767	1472.93	0	0
CCDS22417.1|Mm108|chr8	897	602.998	0	0
CCDS22418.2|Mm108|chr8	4566	4271.93	0	0
CCDS22419.1|Mm108|chr8	1191	896.931	0	0
CCDS22420.1|Mm108|chr8	2271	1976.93	0	0
CCDS22422.1|Mm108|chr8	1785	1490.93	0	0
CCDS22423.1|Mm108|chr8	870	575.998	0	0
CCDS22424.1|Mm108|chr8	2205	1910.93	0	0
CCDS22425.1|Mm108|chr8	2361	2066.93	0	0
CCDS22426.1|Mm108|chr8	1869	1574.93	0	0
CCDS22427.1|Mm108|chr8	1284	989.931	0	0
CCDS22428.1|Mm108|chr8	1416	1121.93	0	0
CCDS22429.1|Mm108|chr8	1236	941.931	246376	6808.02
CCDS22430.1|Mm108|chr8	1167	872.931	1	0.0298168
CCDS22436.1|Mm108|chr8	1248	953.931	0	0
CCDS22437.1|Mm108|chr8	1398	1103.93	0	0
CCDS22438.1|Mm108|chr8	1800	1505.93	0	0
CCDS22439.1|Mm108|chr8	558	271.426	0	0
CCDS22440.1|Mm108|chr8	2103	1808.93	0	0
CCDS22442.1|Mm108|chr8	3156	2861.93	0	0
CCDS22443.1|Mm108|chr8	2088	1793.93	0	0
CCDS22444.1|Mm108|chr8	3129	2834.93	0	0
CCDS22446.1|Mm108|chr8	2775	2480.93	0	0
CCDS22447.1|Mm108|chr8	951	656.998	0	0
CCDS22448.1|Mm108|chr8	3096	2801.93	0	0
CCDS22449.1|Mm108|chr8	924	629.998	0	0
CCDS22450.1|Mm108|chr8	882	587.998	0	0
CCDS22451.1|Mm108|chr8	1122	827.931	0	0
CCDS22452.1|Mm108|chr8	1836	1541.93	0	0
CCDS22453.1|Mm108|chr8	378	136.393	0	0
CCDS22454.1|Mm108|chr8	945	650.998	0	0
CCDS22455.1|Mm108|chr8	414	168.307	0	0
CCDS22456.1|Mm108|chr8	1023	728.931	0	0
CCDS22457.1|Mm108|chr8	1002	707.931	0	0
CCDS22458.1|Mm108|chr8	1218	923.931	0	0
CCDS22459.1|Mm108|chr8	2841	2546.93	0	0
CCDS22460.1|Mm108|chr8	1284	989.931	0	0
CCDS22461.1|Mm108|chr8	2457	2162.93	0	0
CCDS22462.1|Mm108|chr8	609	316.044	0	0
CCDS22463.1|Mm108|chr8	1056	761.931	0	0
CCDS22464.2|Mm108|chr8	903	608.998	0	0
CCDS22465.1|Mm108|chr8	1872	1577.93	0	0
CCDS22466.1|Mm108|chr8	426	175.091	0	0
CCDS22468.1|Mm108|chr8	2892	2597.93	0	0
CCDS22470.1|Mm108|chr8	537	256.53	0	0
CCDS22471.1|Mm108|chr8	3306	3011.93	0	0
CCDS22473.1|Mm108|chr8	1110	815.931	0	0
CCDS22474.1|Mm108|chr8	666	372.157	0	0
CCDS22475.1|Mm108|chr8	1545	1250.93	0	0
CCDS22476.1|Mm108|chr8	837	542.998	0	0
CCDS22477.1|Mm108|chr8	558	271.426	0	0
CCDS22478.1|Mm108|chr8	669	375.157	0	0
CCDS22479.1|Mm108|chr8	1251	956.931	0	0
CCDS22480.2|Mm108|chr8	1527	1232.93	0	0
CCDS22481.1|Mm108|chr8	516	236.482	0	0
CCDS22482.2|Mm108|chr8	1344	1049.93	0	0
CCDS22484.1|Mm108|chr8	1062	767.931	0	0
CCDS22485.1|Mm108|chr8	744	449.998	0	0
CCDS22486.1|Mm108|chr8	906	611.998	0	0
CCDS22488.1|Mm108|chr8	1035	740.931	0	0
CCDS22489.1|Mm108|chr8	2151	1856.93	0	0
CCDS22490.1|Mm108|chr8	522	242.356	0	0
CCDS22491.1|Mm108|chr8	2694	2399.93	0	0
CCDS22492.1|Mm108|chr8	1110	815.931	0	0
CCDS22493.1|Mm108|chr8	948	653.998	0	0
CCDS22494.1|Mm108|chr8	3042	2747.93	0	0
CCDS22496.1|Mm108|chr8	939	644.998	0	0
CCDS22497.1|Mm108|chr8	789	494.998	0	0
CCDS22498.1|Mm108|chr8	465	196.335	0	0
CCDS22499.1|Mm108|chr8	1569	1274.93	0	0
CCDS22500.1|Mm108|chr8	1239	944.931	0	0
CCDS22501.1|Mm108|chr8	3258	2963.93	0	0
CCDS22502.1|Mm108|chr8	4101	3806.93	0	0
CCDS22503.1|Mm108|chr8	2559	2264.93	0	0
CCDS22504.1|Mm108|chr8	849	554.998	0	0
CCDS22506.1|Mm108|chr8	582	289.718	0	0
CCDS22508.1|Mm108|chr8	2040	1745.93	0	0
CCDS22509.1|Mm108|chr8	3300	3005.93	0	0
CCDS22510.1|Mm108|chr8	1956	1661.93	0	0
CCDS22511.1|Mm108|chr8	1416	1121.93	0	0
CCDS22512.1|Mm108|chr8	942	647.998	0	0
CCDS22513.1|Mm108|chr8	2859	2564.93	0	0
CCDS22516.1|Mm108|chr8	1728	1433.93	0	0
CCDS22517.1|Mm108|chr8	8610	8315.93	0	0
CCDS22518.1|Mm108|chr8	3408	3113.93	0	0
CCDS22519.1|Mm108|chr8	879	584.998	0	0
CCDS22520.1|Mm108|chr8	3795	3500.93	0	0
CCDS22521.1|Mm108|chr8	1509	1214.93	0	0
CCDS22522.1|Mm108|chr8	1455	1160.93	0	0
CCDS22523.1|Mm108|chr8	1989	1694.93	0	0
CCDS22524.1|Mm108|chr8	1635	1340.93	0	0
CCDS22525.1|Mm108|chr8	1854	1559.93	0	0
CCDS22526.1|Mm108|chr8	1692	1397.93	0	0
CCDS22527.1|Mm108|chr8	1665	1370.93	0	0
CCDS22528.1|Mm108|chr8	1698	1403.93	0	0
CCDS22529.1|Mm108|chr8	1689	1394.93	0	0
CCDS22530.1|Mm108|chr8	1686	1391.93	0	0
CCDS22531.1|Mm108|chr8	1698	1403.93	0	0
CCDS22532.1|Mm108|chr8	1065	770.931	0	0
CCDS22533.1|Mm108|chr8	1920	1625.93	0	0
CCDS22535.2|Mm108|chr8	1638	1343.93	0	0
CCDS22540.1|Mm108|chr8	2460	2165.93	0	0
CCDS22541.1|Mm108|chr8	1176	881.931	0	0
CCDS22543.1|Mm108|chr8	1647	1352.93	0	0
CCDS22544.1|Mm108|chr8	1731	1436.93	0	0
CCDS22545.1|Mm108|chr8	492	214.279	0	0
CCDS22546.1|Mm108|chr8	549	264.287	0	0
CCDS22548.1|Mm108|chr8	1188	893.931	0	0
CCDS22549.1|Mm108|chr8	930	635.998	0	0
CCDS22550.1|Mm108|chr8	942	647.998	0	0
CCDS22551.1|Mm108|chr8	1650	1355.93	0	0
CCDS22552.1|Mm108|chr8	1572	1277.93	0	0
CCDS22553.1|Mm108|chr8	2064	1769.93	0	0
CCDS22554.1|Mm108|chr8	1629	1334.93	0	0
CCDS22555.1|Mm108|chr8	1977	1682.93	0	0
CCDS22557.1|Mm108|chr8	651	357.157	0	0
CCDS22558.1|Mm108|chr8	315	97.0249	0	0
CCDS22559.1|Mm108|chr8	1746	1451.93	0	0
CCDS22560.1|Mm108|chr8	804	509.998	0	0
CCDS22561.1|Mm108|chr8	1974	1679.93	0	0
CCDS22562.1|Mm108|chr8	1053	758.931	0	0
CCDS22563.1|Mm108|chr8	1134	839.931	0	0
CCDS22564.1|Mm108|chr8	651	357.157	0	0
CCDS22565.1|Mm108|chr8	1020	725.931	0	0
CCDS22566.1|Mm108|chr8	1422	1127.93	0	0
CCDS22567.1|Mm108|chr8	1392	1097.93	0	0
CCDS22568.1|Mm108|chr8	1293	998.931	0	0
CCDS22569.1|Mm108|chr8	2151	1856.93	0	0
CCDS22571.1|Mm108|chr8	2391	2096.93	1	0.0124124
CCDS22572.1|Mm108|chr8	2355	2060.93	0	0
CCDS22573.1|Mm108|chr8	813	518.998	0	0
CCDS22576.1|Mm108|chr8	633	339.157	0	0
CCDS22577.1|Mm108|chr8	555	269.955	0	0
CCDS22578.1|Mm108|chr8	627	333.592	0	0
CCDS22579.1|Mm108|chr8	1479	1184.93	0	0
CCDS22580.1|Mm108|chr8	2307	2012.93	0	0
CCDS22581.1|Mm108|chr8	795	500.998	0	0
CCDS22582.1|Mm108|chr8	1599	1304.93	0	0
CCDS22583.1|Mm108|chr8	2493	2198.93	0	0
CCDS22584.1|Mm108|chr8	924	629.998	0	0
CCDS22585.1|Mm108|chr8	1677	1382.93	0	0
CCDS22586.1|Mm108|chr8	1671	1376.93	0	0
CCDS22587.1|Mm108|chr8	1686	1391.93	0	0
CCDS22588.1|Mm108|chr8	1680	1385.93	0	0
CCDS22589.1|Mm108|chr8	1683	1388.93	0	0
CCDS22590.2|Mm108|chr8	1716	1421.93	0	0
CCDS22591.2|Mm108|chr8	1692	1397.93	0	0
CCDS22592.1|Mm108|chr8	564	277.341	0	0
CCDS22593.1|Mm108|chr8	1269	974.931	0	0
CCDS22594.1|Mm108|chr8	933	638.998	0	0
CCDS22595.1|Mm108|chr8	1125	830.931	0	0
CCDS22596.1|Mm108|chr8	1404	1109.93	0	0
CCDS22597.1|Mm108|chr8	2220	1925.93	0	0
CCDS22598.1|Mm108|chr8	2163	1868.93	0	0
CCDS22599.1|Mm108|chr8	522	242.356	0	0
CCDS22600.1|Mm108|chr8	3594	3299.93	0	0
CCDS22601.1|Mm108|chr8	1905	1610.93	0	0
CCDS22602.1|Mm108|chr8	531	250.715	0	0
CCDS22603.1|Mm108|chr8	1455	1160.93	0	0
CCDS22604.1|Mm108|chr8	1056	761.931	0	0
CCDS22605.1|Mm108|chr8	396	151.254	0	0
CCDS22606.1|Mm108|chr8	2211	1916.93	0	0
CCDS22608.1|Mm108|chr8	1251	956.931	0	0
CCDS22609.1|Mm108|chr8	1041	746.931	0	0
CCDS22610.1|Mm108|chr8	1041	746.931	0	0
CCDS22612.1|Mm108|chr8	1158	863.931	0	0
CCDS22614.1|Mm108|chr8	2115	1820.93	0	0
CCDS22615.1|Mm108|chr8	1548	1253.93	0	0
CCDS22616.1|Mm108|chr8	918	623.998	0	0
CCDS22617.1|Mm108|chr8	384	140.124	0	0
CCDS22618.1|Mm108|chr8	489	211.302	0	0
CCDS22619.1|Mm108|chr8	1275	980.931	0	0
CCDS22620.1|Mm108|chr8	795	500.998	0	0
CCDS22621.1|Mm108|chr8	822	527.998	0	0
CCDS22622.1|Mm108|chr8	1317	1022.93	0	0
CCDS22623.1|Mm108|chr8	3258	2963.93	0	0
CCDS22624.1|Mm108|chr8	1482	1187.93	0	0
CCDS22625.1|Mm108|chr8	1737	1442.93	0	0
CCDS22626.1|Mm108|chr8	1623	1328.93	0	0
CCDS22627.1|Mm108|chr8	1482	1187.93	0	0
CCDS22628.1|Mm108|chr8	3231	2936.93	0	0
CCDS22629.1|Mm108|chr8	2154	1859.93	0	0
CCDS22630.1|Mm108|chr8	1239	944.931	0	0
CCDS22631.1|Mm108|chr8	1548	1253.93	0	0
CCDS22632.1|Mm108|chr8	921	626.998	0	0
CCDS22633.1|Mm108|chr8	2079	1784.93	0	0
CCDS22634.1|Mm108|chr8	1968	1673.93	0	0
CCDS22635.1|Mm108|chr8	1911	1616.93	0	0
CCDS22637.1|Mm108|chr8	2469	2174.93	0	0
CCDS22638.1|Mm108|chr8	2655	2360.93	0	0
CCDS22639.1|Mm108|chr8	3240	2945.93	0	0
CCDS22640.1|Mm108|chr8	1665	1370.93	0	0
CCDS22642.1|Mm108|chr8	1563	1268.93	0	0
CCDS22643.1|Mm108|chr8	1923	1628.93	0	0
CCDS22644.1|Mm108|chr8	543	262.23	0	0
CCDS22645.1|Mm108|chr8	720	425.998	0	0
CCDS22646.2|Mm108|chr8	1623	1328.93	0	0
CCDS22647.1|Mm108|chr8	441	184.664	0	0
CCDS22648.2|Mm108|chr8	4659	4364.93	0	0
CCDS22649.1|Mm108|chr8	1212	917.931	0	0
CCDS22650.1|Mm108|chr8	966	671.931	0	0
CCDS22651.1|Mm108|chr8	11172	10877.9	0	0
CCDS22652.1|Mm108|chr8	3687	3392.93	2	0.0153425
CCDS22654.1|Mm108|chr8	6456	6161.93	0	0
CCDS22655.1|Mm108|chr8	1089	794.931	0	0
CCDS22656.1|Mm108|chr8	1158	863.931	0	0
CCDS22657.1|Mm108|chr8	1131	836.931	0	0
CCDS22658.1|Mm108|chr8	1365	1070.93	0	0
CCDS22659.1|Mm108|chr8	1167	872.931	0	0
CCDS22660.1|Mm108|chr8	2019	1724.93	0	0
CCDS22661.1|Mm108|chr8	816	521.998	0	0
CCDS22662.1|Mm108|chr8	2304	2009.93	0	0
CCDS22663.1|Mm108|chr8	2349	2054.93	0	0
CCDS22664.1|Mm108|chr8	2148	1853.93	0	0
CCDS22665.1|Mm108|chr8	3654	3359.93	0	0
CCDS22666.1|Mm108|chr8	3273	2978.93	0	0
CCDS22667.1|Mm108|chr8	1053	758.931	0	0
CCDS22668.1|Mm108|chr8	1437	1142.93	0	0
CCDS22669.1|Mm108|chr8	1440	1145.93	0	0
CCDS22670.1|Mm108|chr8	2637	2342.93	0	0
CCDS22671.1|Mm108|chr8	3528	3233.93	0	0
CCDS22672.1|Mm108|chr8	2325	2030.93	0	0
CCDS22674.1|Mm108|chr8	1119	824.931	0	0
CCDS22675.1|Mm108|chr8	2976	2681.93	0	0
CCDS22676.1|Mm108|chr8	684	390.157	0	0
CCDS22677.1|Mm108|chr8	1455	1160.93	0	0
CCDS22678.1|Mm108|chr8	1212	917.931	0	0
CCDS22679.1|Mm108|chr8	792	497.998	0	0
CCDS22680.1|Mm108|chr8	888	593.998	0	0
CCDS22681.1|Mm108|chr8	435	180.83	0	0
CCDS22682.1|Mm108|chr8	1188	893.931	0	0
CCDS22684.1|Mm108|chr8	1500	1205.93	0	0
CCDS22685.1|Mm108|chr8	1662	1367.93	0	0
CCDS22687.1|Mm108|chr8	711	416.998	0	0
CCDS22688.2|Mm108|chr8	651	357.157	0	0
CCDS22689.1|Mm108|chr8	1254	959.931	0	0
CCDS22690.1|Mm108|chr8	591	298.57	0	0
CCDS22691.1|Mm108|chr8	1245	950.931	0	0
CCDS22693.1|Mm108|chr8	1014	719.931	0	0
CCDS22694.2|Mm108|chr8	2457	2162.93	0	0
CCDS22695.1|Mm108|chr8	1230	935.931	1476	41.0472
CCDS22696.1|Mm108|chr8	513	233.482	0	0
CCDS22697.1|Mm108|chr8	1701	1406.93	0	0
CCDS22700.1|Mm108|chr8	3798	3503.93	0	0
CCDS22701.1|Mm108|chr8	1185	890.931	0	0
CCDS22702.1|Mm108|chr8	486	208.324	0	0
CCDS22703.1|Mm108|chr8	1479	1184.93	0	0
CCDS22704.1|Mm108|chr8	1437	1142.93	0	0
CCDS22705.1|Mm108|chr8	1170	875.931	0	0
CCDS22706.1|Mm108|chr8	1299	1004.93	0	0
CCDS22707.1|Mm108|chr8	3159	2864.93	0	0
CCDS22708.1|Mm108|chr8	993	698.931	0	0
CCDS22709.1|Mm108|chr8	1905	1610.93	0	0
CCDS22710.1|Mm108|chr8	1521	1226.93	0	0
CCDS22711.1|Mm108|chr8	636	342.157	0	0
CCDS22712.1|Mm108|chr8	429	177.854	0	0
CCDS22713.1|Mm108|chr8	1842	1547.93	0	0
CCDS22714.1|Mm108|chr8	1485	1190.93	0	0
CCDS22715.1|Mm108|chr8	927	632.998	0	0
CCDS22716.1|Mm108|chr8	1224	929.931	0	0
CCDS22717.1|Mm108|chr8	879	584.998	0	0
CCDS22719.1|Mm108|chr8	624	330.592	0	0
