	"output/RSEM/NGS128_S21.genes.results"	"output/RSEM/NGS130_S23.genes.results"
"69192"	0.00	0.00
"69195"	0.00	0.00
"69202"	0.00	0.00
"69207"	0.00	0.00
"692132"	0.00	0.00
"69215"	0.00	0.00
"69216"	0.00	0.00
"69217"	0.00	0.00
"69219"	0.00	0.00
"69225"	0.00	0.00
"69226"	0.00	0.00
"69227"	0.00	0.00
"69228"	0.00	0.00
"69232"	0.00	0.00
"69234"	0.00	0.00
"69237"	0.00	0.00
"69239"	0.00	0.00
"69241"	0.00	0.00
"69253"	0.00	0.00
"69256"	0.00	0.00
"69257"	0.00	0.00
"69259"	0.00	0.00
"69260"	0.00	0.00
"69263"	0.00	0.00
"69269"	0.00	0.00
"69270"	0.00	0.00
"69274"	0.00	0.00
"69276"	0.00	0.00
"69277"	0.00	0.00
"69281"	0.00	0.00
"69282"	0.00	0.00
"69286"	0.00	0.00
"69287"	0.00	0.00
"69288"	0.00	0.00
"69294"	0.00	0.00
"69296"	0.00	0.00
"69297"	0.00	0.00
"69299"	0.00	0.00
"69301"	0.00	0.00
"69305"	0.00	0.00
"69306"	0.00	0.00
"69307"	0.00	0.00
"69309"	0.00	0.00
"69310"	0.00	0.00
"69312"	0.00	0.00
"69314"	0.00	0.00
"69315"	0.00	0.00
"69317"	0.00	0.00
"69318"	0.00	0.00
"69324"	0.00	0.00
"69325"	0.00	0.00
"69327"	0.00	0.00
"69329"	0.00	0.00
"69332"	0.00	0.00
"69339"	0.00	0.00
"69347"	0.00	0.00
"69349"	0.00	0.00
"69351"	0.00	0.00
"69352"	0.00	0.00
"69354"	0.00	0.00
"69358"	0.00	0.00
"69361"	0.00	0.00
"69362"	0.00	0.00
"69363"	0.00	0.00
"69364"	0.00	0.00
"69367"	0.00	0.00
"69368"	0.00	0.00
"69369"	0.00	0.00
"69371"	0.00	0.00
"69372"	0.00	0.00
"69376"	0.00	0.00
"69379"	0.00	0.00
"69380"	0.00	0.00
"69382"	0.00	0.00
"69384"	0.00	0.00
"69386"	0.00	0.00
"69387"	0.00	0.00
"69389"	0.00	0.00
"69396"	0.00	0.00
"69397"	0.00	0.00
"69399"	0.00	0.00
"69401"	0.00	0.00
"69408"	0.00	0.00
"69416"	0.00	0.00
"69428"	0.00	0.00
"69439"	0.00	0.00
"69440"	0.00	0.00
"69441"	0.00	0.00
"69444"	0.00	0.00
"69453"	0.00	0.00
"69454"	0.00	0.00
"69456"	0.00	0.00
"69457"	0.00	0.00
"69459"	0.00	0.00
"69462"	0.00	0.00
"69464"	0.00	0.00
"69469"	0.00	0.00
"69470"	0.00	0.00
"69473"	0.00	0.00
"69478"	0.00	0.00
"69479"	0.00	0.00
"69480"	0.00	0.00
"69481"	0.00	0.00
"69482"	0.00	0.00
"69487"	0.00	0.00
"69496"	0.00	0.00
"69499"	0.00	0.00
"69504"	0.00	0.00
"69511"	0.00	0.00
"69514"	0.00	0.00
"69519"	0.00	0.00
"69520"	0.00	0.00
"69524"	0.00	0.00
"69527"	0.00	0.00
"69528"	0.00	4.00
"69533"	0.00	0.00
"69534"	0.00	0.00
"69535"	0.00	0.00
"69536"	0.00	0.00
"69538"	0.00	0.00
"69539"	0.00	0.00
"69540"	0.00	0.00
"69541"	0.00	0.00
"69542"	0.00	0.00
"69543"	0.00	0.00
"69544"	0.00	0.00
"69546"	0.00	0.00
"69547"	0.00	0.00
"69549"	0.00	0.00
"69550"	0.00	0.00
"69551"	0.00	0.00
"69553"	0.00	0.00
"69554"	0.00	0.00
"69556"	0.00	0.00
"69562"	0.00	0.00
"69563"	0.00	0.00
"69564"	0.00	0.00
"69568"	0.00	0.00
"69572"	0.00	0.00
"69573"	0.00	0.00
"69574"	0.00	0.00
"69576"	0.00	0.00
"69577"	0.00	0.00
"69581"	0.00	0.00
"69582"	0.00	0.00
"69583"	0.00	0.00
"69585"	0.00	0.00
"69587"	0.00	0.00
"69590"	0.00	0.00
"69592"	0.00	0.00
"69596"	0.00	0.00
"69597"	0.00	0.00
"69601"	0.00	0.00
"69602"	0.00	0.00
"69605"	0.00	0.00
"69606"	0.00	0.00
"69608"	0.00	0.00
"69611"	0.00	0.00
"69612"	0.00	0.00
"69617"	0.00	0.00
"69627"	0.00	0.00
"69632"	0.00	0.00
"69634"	0.00	0.00
"69635"	0.00	0.00
"69638"	0.00	0.00
"69639"	0.00	0.00
"69640"	0.00	0.00
"69641"	0.00	0.00
"69642"	0.00	0.00
"69654"	1.00	1.00
"69655"	0.00	0.00
"69656"	0.00	0.00
"69660"	0.00	0.00
"69661"	0.00	0.00
"69662"	0.00	0.00
"69663"	0.00	0.00
"69664"	0.00	0.00
"69665"	0.00	0.00
"69666"	0.00	0.00
"69668"	0.00	0.00
"69671"	0.00	0.00
"69672"	0.00	0.00
"69674"	0.00	0.00
"69675"	0.00	0.00
"69677"	0.00	0.00
"69683"	0.00	0.00
"69684"	0.00	0.00
"69692"	0.00	0.00
"69693"	0.00	0.00
"69694"	0.00	0.00
"69696"	0.00	0.00
"69697"	0.00	0.00
"69698"	0.00	0.00
"69699"	0.00	0.00
"69700"	0.00	0.00
"69702"	0.00	0.00
"69706"	0.00	0.00
"69707"	0.00	0.00
"69709"	0.00	0.00
"69710"	0.00	0.00
"69713"	0.00	0.00
"69714"	0.00	0.00
"69716"	0.00	0.00
"69718"	0.00	0.00
"69719"	0.00	0.00
"69721"	0.00	0.00
"69723"	0.00	0.00
"69724"	0.00	0.00
"69726"	0.00	0.00
"69727"	0.00	0.00
"69731"	0.00	0.00
"69736"	0.00	0.00
"69737"	0.00	0.00
"69740"	0.00	0.00
"69742"	0.00	0.00
"69743"	3009.00	227459.00
"69745"	0.00	0.00
"69747"	0.00	0.00
"69748"	0.00	0.00
"69752"	0.00	0.00
"69754"	0.00	0.00
"69757"	0.00	0.00
"69761"	0.00	0.00
"69769"	0.00	0.00
"69770"	0.00	0.00
"69772"	0.00	0.00
"69773"	0.00	0.00
"69774"	0.00	0.00
"69780"	0.00	0.00
"69784"	0.00	0.00
"69785"	0.00	0.00
"69786"	0.00	0.00
"69790"	0.00	0.00
"69792"	0.00	0.00
"69802"	0.00	0.00
"69804"	0.00	0.00
"69806"	0.00	0.00
"69807"	0.00	0.00
"69809"	0.00	0.00
"69810"	0.00	0.00
"69814"	0.00	0.00
"69815"	0.00	0.00
"69816"	0.00	0.00
"69821"	0.00	0.00
"69823"	0.00	0.00
"69824"	0.00	0.00
"69826"	0.00	0.00
"69833"	0.00	0.00
"69834"	0.00	0.00
"69836"	0.00	0.00
"69837"	0.00	0.00
"69847"	0.00	0.00
"69852"	0.00	0.00
"69860"	0.00	0.00
"69861"	0.00	0.00
"69863"	0.00	0.00
"69864"	0.00	0.00
"69865"	0.00	0.00
"69870"	0.00	0.00
"69871"	0.00	0.00
"69875"	0.00	0.00
"69876"	0.00	0.00
"69878"	0.00	0.00
"69882"	0.00	0.00
"69885"	0.00	0.00
"69888"	0.00	0.00
"69890"	0.00	0.00
"69893"	0.00	0.00
"69894"	0.00	0.00
"69900"	0.00	0.00
"69902"	0.00	0.00
"69903"	0.00	0.00
"69906"	0.00	0.00
"69908"	0.00	0.00
"69912"	0.00	0.00
"69917"	0.00	0.00
"69920"	0.00	0.00
"69922"	0.00	0.00
"69923"	0.00	0.00
"69926"	0.00	0.00
"69928"	0.00	0.00
"69930"	0.00	0.00
"69934"	0.00	0.00
"69938"	0.00	0.00
"69940"	0.00	0.00
"69942"	0.00	0.00
"69944"	0.00	0.00
"69955"	0.00	0.00
"69956"	0.00	0.00
"69957"	0.00	0.00
"69961"	0.00	0.00
"69962"	0.00	0.00
"69976"	0.00	0.00
"69981"	0.00	0.00
"69982"	0.00	0.00
"69983"	0.00	0.00
"69987"	0.00	0.00
"69993"	0.00	0.00
"69994"	0.00	0.00
"70008"	0.00	0.00
"70009"	0.00	0.00
"70012"	0.00	0.00
"70021"	0.00	0.00
"70024"	0.00	0.00
"70025"	0.00	0.00
"70026"	0.00	0.00
"70028"	0.00	0.00
"70031"	0.00	0.00
"70044"	0.00	0.00
"70045"	0.00	0.00
"70047"	0.00	0.00
"70052"	0.00	0.00
"70054"	0.00	0.00
"70059"	0.00	0.00
"70060"	0.00	0.00
"70061"	0.00	0.00
"70062"	0.00	0.00
"70069"	0.00	0.00
"70073"	0.00	0.00
"70078"	0.00	0.00
"70080"	0.00	0.00
"70081"	0.00	0.00
"70082"	0.00	0.00
"70083"	0.00	0.00
"70086"	0.00	0.00
"70088"	0.00	0.00
"70093"	0.00	0.00
"70097"	0.00	0.00
"70099"	0.00	0.00
"70101"	0.00	0.00
"70103"	0.00	0.00
"70110"	0.00	0.00
"70113"	0.00	0.00
"70118"	0.00	0.00
"70120"	0.00	0.00
"70122"	0.00	0.00
"70123"	0.00	0.00
"70127"	0.00	0.00
"70129"	0.00	0.00
"70134"	0.00	0.00
"70144"	0.00	0.00
"70152"	0.00	0.00
"70153"	0.00	0.00
"70155"	0.00	0.00
"70160"	0.00	0.00
"70163"	0.00	0.00
"70166"	0.00	0.00
"70178"	0.00	0.00
"70186"	0.00	0.00
"70192"	0.00	0.00
"70202"	0.00	0.00
"70207"	0.00	0.00
"70208"	0.00	0.00
"70209"	0.00	0.00
"70218"	0.00	0.00
"70223"	0.00	0.00
"70225"	0.00	0.00
"70227"	0.00	0.00
"70231"	0.00	0.00
"70233"	0.00	0.00
"70235"	0.00	0.00
"70237"	0.00	0.00
"70238"	0.00	0.00
"70239"	0.00	0.00
"70240"	0.00	0.00
"70247"	0.00	0.00
"70248"	0.00	0.00
"70257"	0.00	0.00
"70261"	0.00	0.00
"70266"	0.00	0.00
"70274"	0.00	0.00
"70285"	0.00	0.00
"70291"	0.00	0.00
"70292"	0.00	0.00
"70294"	0.00	0.00
"70296"	0.00	0.00
"70297"	0.00	0.00
"70300"	0.00	0.00
"70310"	0.00	0.00
"70312"	0.00	0.00
"70314"	0.00	0.00
"70315"	0.00	0.00
"70316"	0.00	0.00
"70317"	0.00	0.00
"70325"	0.00	0.00
"70333"	0.00	0.00
"70335"	1432.00	4402.00
"70337"	0.00	0.00
"70348"	0.00	0.00
"70349"	0.00	0.00
"70350"	0.00	0.00
"70351"	0.00	0.00
"70354"	0.00	0.00
"70355"	0.00	0.00
"70356"	0.00	0.00
"70357"	0.00	0.00
"70358"	0.00	0.00
"70359"	0.00	0.00
"70361"	0.00	0.00
"70362"	0.00	0.00
"70363"	0.00	0.00
"70369"	0.00	0.00
"70370"	0.00	0.00
"70373"	0.00	0.00
"70375"	0.00	0.00
"70377"	0.00	0.00
"70380"	0.00	0.00
"70381"	0.00	0.00
"70382"	0.00	0.00
"70383"	0.00	0.00
"70385"	0.00	0.00
"70387"	0.00	0.00
"70392"	0.00	0.00
"70394"	0.00	0.00
"70396"	0.00	0.00
"70397"	0.00	0.00
"70405"	0.00	0.00
"70408"	0.00	0.00
"70415"	0.00	0.00
"70417"	0.00	0.00
"70419"	0.00	0.00
"70420"	0.00	0.00
"70422"	0.00	0.00
"70423"	0.00	0.00
"70425"	0.00	0.00
"70426"	0.00	0.00
"70427"	0.00	0.00
"70428"	0.00	0.00
"70430"	0.00	0.00
"70432"	0.00	0.00
"70433"	0.00	0.00
"70435"	0.00	0.00
"70439"	0.00	0.00
"70445"	0.00	0.00
"70450"	0.00	0.00
"70451"	0.00	0.00
"70454"	0.00	0.00
"70456"	0.00	0.00
"70458"	0.00	0.00
"70461"	0.00	0.00
"70465"	0.00	0.00
"70466"	0.00	0.00
"70470"	0.00	0.00
"70472"	0.00	0.00
"70478"	0.00	0.00
"70481"	0.00	0.00
"70484"	0.00	0.00
"70495"	0.00	0.00
"70497"	0.00	0.00
"70503"	0.00	0.00
"70508"	0.00	0.00
"70510"	0.00	0.00
"70511"	0.00	0.00
"70527"	0.00	0.00
"70530"	0.00	0.00
"70533"	0.00	0.00
"70536"	0.00	0.00
"70544"	0.00	0.00
"70546"	0.00	0.00
"70549"	0.00	0.00
"70551"	0.00	0.00
"70552"	0.00	0.00
"70556"	0.00	0.00
"70560"	0.00	0.00
"70561"	0.00	0.00
"70564"	0.00	0.00
"70567"	0.00	0.00
"70568"	0.00	0.00
"70571"	0.00	0.00
"70572"	0.00	0.00
"70573"	0.00	0.00
"70574"	0.00	0.00
"70575"	0.00	0.00
"70579"	0.00	0.00
"70584"	0.00	0.00
"70591"	0.00	0.00
"70598"	0.00	0.00
"70599"	0.00	0.00
"70601"	0.00	0.00
"70603"	0.00	0.00
"70604"	0.00	0.00
"70605"	0.00	0.00
"70611"	0.00	0.00
"70612"	0.00	0.00
"70615"	0.00	0.00
"70616"	0.00	0.00
"70617"	0.00	0.00
"70620"	0.00	0.00
"70625"	0.00	0.00
"70638"	0.00	0.00
"70640"	0.00	0.00
"70645"	0.00	0.00
"70646"	0.00	0.00
"70650"	0.00	0.00
"70652"	0.00	0.00
"70661"	0.00	2.00
"70673"	0.00	0.00
"70675"	0.00	0.00
"70676"	0.00	0.00
"70681"	0.00	0.00
"70683"	0.00	0.00
"70686"	0.00	0.00
"70691"	0.00	0.00
"70693"	0.00	0.00
"70696"	0.00	0.00
"70699"	0.00	0.00
"70701"	0.00	0.00
"70713"	0.00	0.00
"70717"	0.00	0.00
"70719"	0.00	0.00
"70726"	0.00	0.00
"70727"	0.00	0.00
"70729"	0.00	0.00
"70730"	0.00	0.00
"70737"	0.00	0.00
"70747"	0.00	0.00
"70750"	0.00	0.00
"70757"	0.00	0.00
"70762"	0.00	0.00
"70767"	0.00	0.00
"70769"	0.00	287.00
"70771"	0.00	0.00
"70772"	0.00	0.00
"70779"	0.00	0.00
"70784"	0.00	0.00
"70785"	0.00	0.00
"70788"	0.00	0.00
"70789"	0.00	0.00
"70790"	0.00	0.00
"70791"	0.00	0.00
"70796"	0.00	0.00
"70797"	0.00	0.00
"70799"	0.00	0.00
"70802"	0.00	0.00
"70804"	0.00	0.00
"70807"	0.00	0.00
"70809"	0.00	0.00
"70810"	0.00	0.00
"70821"	0.00	0.00
"70823"	0.00	0.00
"70827"	0.00	0.00
"70829"	0.00	0.00
"70831"	0.00	0.00
"70834"	0.00	0.00
"70835"	0.00	0.00
"70839"	0.00	0.00
"70840"	0.00	0.00
"70843"	0.00	0.00
"70846"	0.00	0.00
"70859"	0.00	0.00
"70861"	0.00	0.00
"70862"	0.00	0.00
"70864"	0.00	0.00
"70866"	0.00	0.00
"70873"	0.00	0.00
"70881"	0.00	0.00
"70882"	0.00	0.00
"70884"	0.00	0.00
"70885"	0.00	0.00
"70887"	0.00	0.00
"70891"	0.00	0.00
"70892"	0.00	0.00
"70893"	0.00	0.00
"70894"	0.00	0.00
"70896"	0.00	0.00
"70897"	0.00	0.00
"70900"	0.00	0.00
"70901"	0.00	0.00
"70902"	0.00	0.00
"70909"	0.00	0.00
"70911"	0.00	0.00
"70918"	0.00	0.00
"70920"	0.00	0.00
"70925"	0.00	0.00
"70928"	0.00	0.00
"70930"	0.00	0.00
"70935"	0.00	0.00
"70941"	0.00	0.00
"70945"	0.00	0.00
"70948"	0.00	0.00
"70950"	0.00	0.00
"70951"	0.00	0.00
"70952"	0.00	0.00
"70956"	0.00	0.00
"70967"	0.00	0.00
"70974"	0.00	0.00
"70976"	0.00	0.00
"70977"	0.00	0.00
"70979"	0.00	0.00
"70980"	0.00	0.00
"70981"	0.00	0.00
"70984"	0.00	0.00
"70986"	0.00	0.00
"70989"	0.00	0.00
"70993"	0.00	0.00
"70997"	0.00	0.00
"70998"	0.00	0.00
"70999"	0.00	0.00
"71001"	0.00	0.00
"71003"	0.00	0.00
"71007"	0.00	0.00
"71020"	0.00	0.00
"71026"	0.00	0.00
"71027"	0.00	0.00
"71030"	0.00	0.00
"71037"	0.00	0.00
"71041"	0.00	0.00
"71046"	0.00	0.00
"71059"	0.00	0.00
"71062"	0.00	0.00
"71063"	0.00	0.00
"71066"	0.00	0.00
"71069"	0.00	0.00
"71078"	0.00	0.00
"71083"	0.00	0.00
"71085"	0.00	0.00
"71088"	0.00	0.00
"71089"	0.00	0.00
"71091"	0.00	0.00
"71093"	0.00	0.00
"71096"	0.00	0.00
"71099"	0.00	0.00
"71101"	0.00	0.00
"71103"	0.00	0.00
"71111"	0.00	0.00
"71116"	0.00	0.00
"71130"	0.00	0.00
"71131"	0.00	0.00
"71132"	0.00	0.00
"71137"	0.00	0.00
"71138"	0.00	0.00
"71145"	0.00	0.00
"71146"	0.00	0.00
"71147"	0.00	0.00
"71148"	0.00	0.00
"71149"	0.00	0.00
"71151"	0.00	0.00
"71156"	0.00	0.00
"71162"	0.00	0.00
"71163"	0.00	0.00
"71164"	0.00	0.00
"71169"	0.00	0.00
"71175"	123.00	1.00
"71176"	0.00	0.00
"71177"	0.00	0.00
"71183"	0.00	0.00
"71198"	0.00	0.00
"71200"	0.00	0.00
"71206"	0.00	0.00
"71207"	0.00	0.00
"71213"	0.00	0.00
"71223"	0.00	0.00
"71227"	0.00	0.00
"71228"	0.00	0.00
"71233"	0.00	0.00
"71236"	0.00	0.00
"71238"	0.00	0.00
"71240"	0.00	0.00
"71241"	0.00	0.00
"71242"	0.00	0.00
"71248"	0.00	0.00
"71254"	0.00	0.00
"71263"	0.00	0.00
"71268"	0.00	0.00
"71275"	0.00	0.00
"71276"	0.00	0.00
"71279"	0.00	0.00
"71281"	0.00	0.00
"71287"	0.00	0.00
"71300"	0.00	0.00
"71302"	0.00	0.00
"71306"	0.00	0.00
"71310"	0.00	0.00
"71313"	0.00	0.00
"71323"	0.00	0.00
"71325"	0.00	0.00
"71326"	0.00	0.00
"71330"	0.00	0.00
"71336"	0.00	0.00
"71338"	0.00	0.00
"71340"	0.00	0.00
"71345"	0.00	0.00
"71351"	0.00	0.00
"71354"	0.00	0.00
"71355"	0.00	0.00
"71361"	0.00	0.00
"71363"	0.00	0.00
"71365"	0.00	0.00
"71367"	0.00	0.00
"71369"	0.00	0.00
"71371"	0.00	0.00
"71373"	0.00	0.00
"71375"	0.00	0.00
"71382"	0.00	0.00
"71386"	0.00	0.00
"71389"	0.00	0.00
"71392"	0.00	0.00
"71393"	0.00	0.00
"71395"	0.00	0.00
"71398"	0.00	0.00
"71406"	0.00	0.00
"71409"	0.00	0.00
"71412"	0.00	0.00
"71421"	0.00	0.00
"71425"	0.00	0.00
"71435"	0.00	0.00
"71436"	0.00	0.00
"71446"	0.00	0.00
"71448"	0.00	0.00
"71449"	0.00	0.00
"71452"	0.00	0.00
"71453"	0.00	0.00
"71458"	0.00	0.00
"71461"	0.00	0.00
"71468"	0.00	0.00
"71472"	0.00	0.00
"71474"	0.00	0.00
"71481"	0.00	0.00
"71492"	0.00	0.00
"71508"	0.00	0.00
"71514"	0.00	0.00
"71517"	0.00	0.00
"71519"	0.00	0.00
"71520"	0.00	0.00
"71522"	0.00	0.00
"71529"	0.00	0.00
"71532"	0.00	0.00
"71538"	0.00	0.00
"71544"	0.00	0.00
"71562"	0.00	0.00
"71564"	0.00	0.00
"71566"	0.00	0.00
"71567"	0.00	0.00
"71578"	0.00	0.00
"71583"	0.00	0.00
"71584"	0.00	0.00
"71586"	0.00	0.00
"71591"	0.00	0.00
"71592"	0.00	0.00
"71597"	0.00	0.00
"71599"	0.00	0.00
"71601"	0.00	0.00
"71602"	0.00	0.00
"71607"	0.00	0.00
"71609"	0.00	0.00
"71617"	0.00	0.00
"71619"	0.00	0.00
"71623"	0.00	0.00
"71640"	0.00	0.00
"71643"	0.00	0.00
"71648"	0.00	0.00
"71653"	0.00	0.00
"71660"	0.00	0.00
"71664"	0.00	0.00
"71665"	0.00	0.00
"71667"	0.00	0.00
"71670"	0.00	0.00
"71673"	0.00	0.00
"71675"	0.00	0.00
"71678"	0.00	0.00
"71679"	0.00	0.00
"71682"	0.00	0.00
"71683"	0.00	0.00
"71684"	0.00	0.00
"71685"	0.00	0.00
"71687"	0.00	0.00
"71690"	0.00	0.00
"71691"	0.00	0.00
"71693"	0.00	0.00
"71699"	0.00	0.00
"71701"	0.00	0.00
"71702"	0.00	0.00
"71703"	0.00	0.00
"71704"	0.00	0.00
"71706"	0.00	0.00
"71707"	0.00	0.00
"71709"	0.00	0.00
"71710"	0.00	0.00
"71711"	0.00	0.00
"71712"	0.00	0.00
"71713"	0.00	0.00
"71715"	0.00	0.00
"71718"	0.00	0.00
"71720"	0.00	0.00
"71721"	0.00	0.00
"71722"	0.00	2.00
"71723"	0.00	0.00
"71724"	0.00	0.00
"71726"	0.00	0.00
"71728"	0.00	0.00
"71729"	0.00	0.00
"71732"	0.00	0.00
"71733"	0.00	0.00
"71735"	0.00	0.00
"71738"	0.00	0.00
"71740"	0.00	0.00
"71742"	0.00	0.00
"71743"	0.00	0.00
"71745"	0.00	0.00
"71746"	0.00	0.00
"71750"	0.00	0.00
"71751"	0.00	0.00
"71752"	0.00	0.00
"71753"	0.00	0.00
"71754"	0.00	0.00
"71755"	0.00	0.00
"71756"	0.00	0.00
"71760"	0.00	0.00
"71761"	0.00	0.00
"71764"	0.00	0.00
"71765"	0.00	0.00
"71766"	0.00	0.00
"71767"	0.00	0.00
"71768"	0.00	0.00
"71769"	0.00	0.00
"71770"	0.00	0.00
"71772"	0.00	0.00
"71773"	0.00	0.00
"71774"	0.00	0.00
"71775"	0.00	0.00
"71776"	0.00	0.00
"71777"	0.00	0.00
"71778"	0.00	0.00
"71779"	0.00	0.00
"71780"	0.00	0.00
"71781"	0.00	0.00
"71782"	0.00	0.00
"71785"	0.00	0.00
"71787"	0.00	0.00
"71790"	0.00	0.00
"71791"	0.00	0.00
"71793"	0.00	0.00
"71795"	0.00	0.00
"71797"	0.00	0.00
"71799"	0.00	0.00
"71801"	0.00	0.00
"71803"	0.00	0.00
"71804"	0.00	0.00
"71805"	0.00	0.00
"71807"	0.00	0.00
"71810"	0.00	0.00
"71816"	0.00	0.00
"71817"	0.00	0.00
"71819"	0.00	0.00
"71820"	0.00	0.00
"71824"	0.00	0.00
"71826"	0.00	0.00
"71827"	0.00	1.00
"71828"	0.00	0.00
"71829"	0.00	0.00
"71830"	0.00	0.00
"71831"	0.00	0.00
"71832"	0.00	0.00
"71833"	0.00	0.00
"71834"	0.00	0.00
"71835"	0.00	0.00
"71836"	0.00	0.00
"71837"	0.00	0.00
"71838"	0.00	0.00
"71839"	0.00	0.00
"71840"	0.00	0.00
"71841"	0.00	0.00
"71843"	0.00	0.00
"71844"	0.00	0.00
"71846"	0.00	0.00
"71847"	0.00	0.00
"71854"	0.00	0.00
"71856"	0.00	0.00
"71860"	0.00	0.00
"71861"	0.00	0.00
"71862"	0.00	0.00
"71863"	0.00	0.00
"71864"	0.00	0.00
"71865"	0.00	0.00
"71868"	0.00	0.00
"71869"	0.00	0.00
"71870"	0.00	0.00
"71872"	0.00	0.00
"71874"	0.00	0.00
"71876"	0.00	0.00
"71877"	0.00	0.00
"71878"	0.00	0.00
"71881"	0.00	0.00
"71883"	0.00	0.00
"71884"	0.00	0.00
"71885"	0.00	0.00
"71886"	0.00	0.00
"71887"	0.00	0.00
"71888"	0.00	0.00
"71889"	0.00	0.00
"71890"	0.00	0.00
"71891"	0.00	0.00
"71893"	0.00	0.00
"71897"	0.00	0.00
"71898"	0.00	0.00
"71900"	0.00	0.00
"71901"	0.00	0.00
"71902"	0.00	0.00
"71903"	0.00	0.00
"71904"	0.00	0.00
"71907"	0.00	0.00
"71908"	0.00	0.00
"71909"	0.00	0.00
"71910"	0.00	0.00
"71911"	0.00	0.00
"71912"	0.00	0.00
"71913"	0.00	0.00
"71914"	0.00	0.00
"71916"	0.00	0.00
"71918"	0.00	0.00
"71919"	0.00	0.00
"71920"	0.00	0.00
"71923"	0.00	0.00
"71924"	0.00	0.00
"71927"	0.00	0.00
"71929"	0.00	0.00
"71932"	0.00	0.00
"71934"	0.00	0.00
"71939"	0.00	0.00
"71941"	0.00	0.00
"71943"	0.00	0.00
"71946"	0.00	0.00
"71947"	0.00	0.00
"71949"	0.00	0.00
"71950"	0.00	0.00
"71951"	0.00	0.00
"71952"	0.00	0.00
"71954"	0.00	0.00
"71955"	0.00	0.00
"71956"	0.00	0.00
"71957"	0.00	0.00
"71960"	0.00	5.00
"71962"	0.00	0.00
"71963"	0.00	0.00
"71966"	0.00	0.00
"71967"	0.00	0.00
"71968"	0.00	0.00
"71970"	0.00	0.00
"71971"	0.00	0.00
"71972"	0.00	0.00
"71973"	0.00	0.00
"71974"	0.00	0.00
"71978"	0.00	0.00
"71979"	0.00	0.00
"71981"	0.00	0.00
"71982"	0.00	0.00
"71983"	0.00	0.00
"71984"	0.00	0.00
"71985"	0.00	0.00
"71986"	0.00	0.00
"71988"	0.00	0.00
"71989"	0.00	0.00
"71990"	0.00	0.00
"71991"	0.00	0.00
"71994"	0.00	0.00
"71995"	0.00	0.00
"71996"	0.00	0.00
"71997"	0.00	0.00
"71998"	0.00	0.00
"71999"	0.00	0.00
"72000"	0.00	0.00
"72002"	0.00	0.00
"72003"	0.00	0.00
"72007"	0.00	0.00
"72008"	0.00	0.00
"72014"	0.00	0.00
"72016"	0.00	0.00
"72017"	0.00	0.00
"72018"	0.00	0.00
"72020"	0.00	0.00
"72022"	0.00	0.00
"72023"	0.00	0.00
"72026"	0.00	0.00
"72027"	0.00	0.00
"72029"	0.00	0.00
"72033"	0.00	0.00
"72039"	0.00	0.00
"72040"	0.00	0.00
"72041"	0.00	0.00
"72042"	0.00	0.00
"72043"	0.00	0.00
"72046"	0.00	0.00
"72047"	0.00	0.00
"72049"	0.00	0.00
"72050"	0.00	0.00
"72053"	0.00	0.00
"72054"	0.00	0.00
"72055"	0.00	0.00
"72056"	0.00	0.00
"72057"	0.00	0.00
"72058"	0.00	0.00
"72061"	0.00	0.00
"72065"	0.00	0.00
"72068"	0.00	0.00
"72074"	0.00	0.00
"72075"	0.00	0.00
"72077"	0.00	0.00
"72080"	0.00	0.00
"72082"	0.00	0.00
"72083"	0.00	0.00
"72084"	0.00	0.00
"72085"	0.00	0.00
"72088"	0.00	0.00
"72090"	0.00	0.00
"72094"	0.00	0.00
"72096"	0.00	0.00
"72097"	0.00	0.00
"72098"	0.00	0.00
"72102"	0.00	0.00
"72103"	0.00	0.00
"72106"	0.00	0.00
"72107"	0.00	0.00
"72108"	0.00	0.00
"72112"	0.00	0.00
"72113"	0.00	0.00
"72114"	0.00	0.00
"72117"	0.00	0.00
"72119"	0.00	0.00
"72121"	0.00	0.00
"72123"	0.00	0.00
"72124"	0.00	0.00
"72125"	0.00	0.00
"72128"	0.00	0.00
"72129"	0.00	0.00
"72133"	0.00	0.00
"72135"	0.00	0.00
"72136"	0.00	0.00
"72137"	0.00	0.00
"72139"	0.00	0.00
"72140"	0.00	0.00
"72141"	0.00	0.00
"72144"	0.00	0.00
"72145"	0.00	0.00
"72147"	0.00	0.00
"72148"	0.00	0.00
"72149"	0.00	0.00
"72151"	0.00	0.00
"72154"	0.00	0.00
"72155"	0.00	0.00
"72157"	0.00	0.00
"72160"	0.00	0.00
"72162"	0.00	0.00
"72167"	0.00	0.00
"72168"	0.00	0.00
"72169"	0.00	0.00
"72170"	0.00	0.00
"72171"	0.00	0.00
"72175"	0.00	0.00
"72179"	0.00	0.00
"72180"	0.00	0.00
"72181"	0.00	0.00
"72183"	0.00	0.00
"72184"	0.00	0.00
"72185"	0.00	0.00
"72190"	0.00	0.00
"72193"	0.00	0.00
"72194"	0.00	0.00
"72195"	0.00	0.00
"72198"	0.00	0.00
"72199"	0.00	0.00
"72201"	0.00	0.00
"72205"	0.00	0.00
"72215"	0.00	0.00
"72219"	0.00	0.00
"72221"	0.00	0.00
"72230"	0.00	0.00
"72236"	0.00	0.00
"72238"	0.00	0.00
"72240"	0.00	0.00
"72242"	0.00	0.00
"72254"	0.00	0.00
"72258"	0.00	0.00
"72265"	0.00	0.00
