"transcript_id","gene_id","length","effective_length","expected_count","TPM","FPKM","IsoPct","gene","gene_id","ccds_id"
"CCDS50954.1|Mm108|chr3",76022,6729,6498.42,6,4.69,2.09,100,"Gon4l",76022,"CCDS50954.1"
"CCDS49329.1|Mm108|chr13",76469,11031,10800.42,126,59.25,26.46,100,"Cmya5",76469,"CCDS49329.1"
"CCDS26679.1|Mm108|chr13",76722,1260,1029.42,1,4.93,2.2,100,"Ckmt2",76722,"CCDS26679.1"
"CCDS36656.1|Mm108|chr13",76895,2463,2232.42,108,245.69,109.72,100,"Bicd2",76895,"CCDS36656.1"
"CCDS40507.2|Mm108|chr8",77087,7932,7701.42,107,70.56,31.51,100,"Ankrd11",77087,"CCDS40507.2"
"CCDS39102.1|Mm108|chr5",77569,3174,2943.42,0,0,0,0,"Limch1",77569,"CCDS39102.1"
"CCDS57347.1|Mm108|chr5",77569,2706,2475.42,0.11,0.23,0.1,0.01,"Limch1",77569,"CCDS57347.1"
"CCDS89925.1|Mm108|chr5",77569,2697,2466.42,1975.89,4068.44,1816.99,99.99,"Limch1",77569,"CCDS89925.1"
"CCDS24869.1|Mm108|chr11",77579,5931,5700.42,12,10.69,4.77,100,"Myh10",77579,"CCDS24869.1"
"CCDS37549.1|Mm108|chr17",78330,1407,1176.42,55037,237588.07,106108.15,100,"Ndufv3",78330,"CCDS37549.1"
"CCDS22210.2|Mm108|chr8",78560,4011,3780.42,1,1.34,0.6,100,"Adgra2",78560,"CCDS22210.2"
"CCDS38253.1|Mm108|chr2",81910,2106,1875.42,20302,54975.95,24552.57,100,"Rrbp1",81910,"CCDS38253.1"
"CCDS56673.1|Mm108|chr10",83397,5055,4824.42,0,0,0,0,"Akap12",83397,"CCDS56673.1"
"CCDS23892.1|Mm108|chr10",94213,2205,1974.42,0,0,0,0,"Ddx50",94213,"CCDS23892.1"
"CCDS48392.1|Mm108|chr1",96875,3666,3435.42,121,178.87,79.88,100,"Prg4",96875,"CCDS48392.1"
"CCDS38335.1|Mm108|chr2",99371,5379,5148.42,3,2.96,1.32,100,"Arfgef2",99371,"CCDS38335.1"
"CCDS38217.1|Mm108|chr2",100034361,1320,1089.42,184,857.74,383.07,100,"Mfap1b",100034361,"CCDS38217.1"
"CCDS80806.1|Mm108|chr7",100043597,9816,9585.42,49,25.96,11.59,100,"Srcap",100043597,"CCDS80806.1"
"CCDS57773.1|Mm108|chrX",100503043,7071,6840.42,11,8.17,3.65,100,"Armcx4",100503043,"CCDS57773.1"
"CCDS19070.1|Mm108|chr5",100986,11340,11109.42,2,0.91,0.41,100,"Akap9",100986,"CCDS19070.1"
"CCDS28666.1|Mm108|chr17",110147,3519,3288.42,3,4.63,2.07,99.9,"Ehmt2",110147,"CCDS28666.1"
"CCDS80775.1|Mm108|chr7",11785,2127,1896.42,2.48,6.63,2.96,82.58,"Apbb1",11785,"CCDS80775.1"
"CCDS80776.1|Mm108|chr7",11785,2133,1902.42,0.52,1.4,0.62,17.42,"Apbb1",11785,"CCDS80776.1"
"CCDS84837.1|Mm108|chr4",12537,2253,2022.42,5291.65,13287.77,5934.39,55.81,"Cdk11b",12537,"CCDS84837.1"
"CCDS89061.1|Mm108|chr17",12954,522,291.52,89,1550.42,692.42,100,"Cryaa",12954,"CCDS89061.1"
"CCDS35599.1|Mm108|chr1",12967,525,294.52,52,896.65,400.45,100,"Crygd",12967,"CCDS35599.1"
"CCDS35535.1|Mm108|chr1",13518,16140,15909.42,3,0.96,0.43,100,"Dst",13518,"CCDS35535.1"
"CCDS28353.1|Mm108|chr16",15312,291,71.61,1,70.92,31.67,100,"Hmgn1",15312,"CCDS28353.1"
"CCDS88660.1|Mm108|chr14",15381,879,648.42,0.87,6.8,3.04,86.89,"Hnrnpc",15381,"CCDS88660.1"
"CCDS88661.1|Mm108|chr14",15381,882,651.42,0.13,1.03,0.46,13.11,"Hnrnpc",15381,"CCDS88661.1"
"CCDS37232.1|Mm108|chr15",15382,1122,891.42,1,5.7,2.54,100,"Hnrnpa1",15382,"CCDS37232.1"
"CCDS39950.1|Mm108|chr7",15464,2217,1986.42,1,2.56,1.14,100,"Hrc",15464,"CCDS39950.1"
"CCDS28812.1|Mm108|chr17",15516,2175,1944.42,3,7.84,3.5,100,"Hsp90ab1",15516,"CCDS28812.1"
"CCDS15037.1|Mm108|chr1",16011,816,585.43,15,130.12,58.11,100,"Igfbp5",16011,"CCDS15037.1"
"CCDS48795.1|Mm108|chr11",16568,2106,1875.42,0.09,0.23,0.1,8.58,"Kif3a",16568,"CCDS48795.1"
"CCDS70185.1|Mm108|chr11",16568,2097,1866.42,0.91,2.49,1.11,91.42,"Kif3a",16568,"CCDS70185.1"
"CCDS49182.1|Mm108|chr12",16593,1629,1398.42,40.91,148.59,66.36,5.86,"Klc1",16593,"CCDS49182.1"
"CCDS70423.1|Mm108|chr12",16593,1683,1452.42,683.09,2388.44,1066.69,94.14,"Klc1",16593,"CCDS70423.1"
"CCDS84136.1|Mm108|chr14",16709,3603,3372.42,2176.96,3278.24,1464.08,100,"Ktn1",16709,"CCDS84136.1"
"CCDS29261.1|Mm108|chr18",16906,1767,1536.42,48,158.66,70.86,100,"Lmnb1",16906,"CCDS29261.1"
"CCDS19817.1|Mm108|chr5",17120,2154,1923.42,224,591.43,264.14,100,"Mad1l1",17120,"CCDS19817.1"
"CCDS29335.1|Mm108|chr18",17191,1245,1014.42,493,2468.09,1102.26,100,"Mbd2",17191,"CCDS29335.1"
"CCDS78860.1|Mm108|chr10",17192,762,531.43,707.72,6763.07,3020.43,46.97,"Mbd3",17192,"CCDS78860.1"
"CCDS38215.1|Mm108|chr2",17754,9045,8814.42,50684.53,29202.12,13041.83,29.18,"Map1a",17754,"CCDS38215.1"
"CCDS81083.1|Mm108|chr9",17758,2709,2478.42,239.4,490.54,219.08,53.41,"Map4",17758,"CCDS81083.1"
"CCDS85345.1|Mm108|chr7",17760,1707,1476.42,10,34.4,15.36,100,"Map6",17760,"CCDS85345.1"
"CCDS24855.1|Mm108|chr11",17879,5829,5598.42,217,196.85,87.91,100,"Myh1",17879,"CCDS24855.1"
"CCDS24854.2|Mm108|chr11",17882,5829,5598.42,3,2.72,1.22,100,"Myh2",17882,"CCDS24854.2"
"CCDS36184.1|Mm108|chr11",17883,5823,5592.42,1,0.91,0.41,100,"Myh3",17883,"CCDS36184.1"
"CCDS21216.1|Mm108|chr7",18226,1581,1350.42,3,11.28,5.04,100,"Nup62",18226,"CCDS21216.1"
"CCDS24629.1|Mm108|chr11",18412,1329,1098.42,101,466.97,208.55,100,"Sqstm1",18412,"CCDS24629.1"
"CCDS18194.1|Mm108|chr4",19359,1251,1020.42,422,2100.22,937.97,100,"Rad23b",19359,"CCDS18194.1"
"CCDS49217.1|Mm108|chr13",195236,2919,2688.42,1,1.89,0.84,100,"Pom121l2",195236,"CCDS49217.1"
"CCDS48964.1|Mm108|chr11",207165,8766,8535.42,1,0.59,0.27,100,"Bptf",207165,"CCDS48964.1"
"CCDS36123.1|Mm108|chr11",20742,7092,6861.42,2,1.48,0.66,100,"Sptbn1",20742,"CCDS36123.1"
"CCDS17346.1|Mm108|chr3",212127,2742,2511.42,17,34.38,15.35,100,"Proser1",212127,"CCDS17346.1"
"CCDS37146.1|Mm108|chr15",213988,5433,5202.42,2,1.95,0.87,100,"Tnrc6b",213988,"CCDS37146.1"
"CCDS24422.1|Mm108|chr11",216527,1362,1131.42,661.73,2970.22,1326.52,42.73,"Ccm2",216527,"CCDS24422.1"
"CCDS48751.1|Mm108|chr11",216527,1170,939.42,736.27,3980.25,1777.6,57.27,"Ccm2",216527,"CCDS48751.1"
"CCDS20530.2|Mm108|chr6",21991,900,669.42,2,15.17,6.78,100,"Tpi1",21991,"CCDS20530.2"
"CCDS50218.1|Mm108|chr18",225131,1632,1401.42,1,3.62,1.62,100,"Wac",225131,"CCDS50218.1"
"CCDS48379.1|Mm108|chr1",226438,8550,8319.42,1,0.61,0.27,100,"Igfn1",226438,"CCDS48379.1"
"CCDS50610.1|Mm108|chr2",229279,1074,843.42,7,42.15,18.82,100,"Hnrnpa3",229279,"CCDS50610.1"
"CCDS18381.1|Mm108|chr4",230484,2355,2124.42,10,23.91,10.68,100,"Usp1",230484,"CCDS18381.1"
"CCDS51850.1|Mm108|chr6",232227,2886,2655.42,390.65,747.11,333.66,50.51,"Iqsec1",232227,"CCDS51850.1"
"CCDS51851.1|Mm108|chr6",232227,3300,3069.42,442.35,731.89,326.86,49.49,"Iqsec1",232227,"CCDS51851.1"
"CCDS39983.1|Mm108|chr7",233335,3780,3549.42,7,10.02,4.47,100,"Synm",233335,"CCDS39983.1"
"CCDS72203.1|Mm108|chr9",235044,1359,1128.42,1,4.5,2.01,100,"Plppr2",235044,"CCDS72203.1"
"CCDS81066.1|Mm108|chr9",235587,1602,1371.42,0.01,0.02,0.01,0.55,"Parp3",235587,"CCDS81066.1"
"CCDS39284.1|Mm108|chr5",269704,786,555.43,171,1563.51,698.27,100,"Zfp664",269704,"CCDS39284.1"
"CCDS52723.1|Mm108|chr9",270118,1245,1014.42,6,30.04,13.41,100,"Maml2",270118,"CCDS52723.1"
"CCDS25600.2|Mm108|chr11",28081,558,327.48,12,186.09,83.11,100,"Fam104a",28081,"CCDS25600.2"
"CCDS35774.1|Mm108|chr1",30941,1701,1470.42,2,6.91,3.08,100,"Usp21",30941,"CCDS35774.1"
"CCDS39073.2|Mm108|chr5",320661,4191,3960.42,6,7.69,3.44,100,"D5Ertd579e",320661,"CCDS39073.2"
"CCDS48283.1|Mm108|chr1",329178,9981,9750.42,2226,1159.4,517.8,100,"Unc80",329178,"CCDS48283.1"
"CCDS25085.1|Mm108|chr11",360013,6108,5877.42,131.56,113.65,50.76,44.19,"Myo18a",360013,"CCDS25085.1"
"CCDS70252.1|Mm108|chr11",360013,6144,5913.42,4.93,4.26,1.9,1.66,"Myo18a",360013,"CCDS70252.1"
"CCDS83849.1|Mm108|chr11",360013,5169,4938.42,67.42,69.33,30.96,26.96,"Myo18a",360013,"CCDS83849.1"
"CCDS56774.1|Mm108|chr11",380698,22491,22260.42,1,0.23,0.1,100,"Obscn",380698,"CCDS56774.1"
"CCDS51393.1|Mm108|chr4",433809,1908,1677.42,58,175.6,78.42,100,"Rnf207",433809,"CCDS51393.1"
"CCDS17433.1|Mm108|chr3",53317,1542,1311.42,2,7.74,3.46,100,"Plrg1",53317,"CCDS17433.1"
"CCDS51773.1|Mm108|chr6",53379,906,675.42,40,300.76,134.32,100,"Hnrnpa2b1",53379,"CCDS51773.1"
"CCDS29297.1|Mm108|chr18",53382,870,639.42,1,7.94,3.55,100,"Txnl1",53382,"CCDS29297.1"
"CCDS16481.1|Mm108|chr2",53872,2124,1893.42,178,477.43,213.22,100,"Caprin1",53872,"CCDS16481.1"
"CCDS16709.1|Mm108|chr2",53885,2076,1845.42,2.11,5.81,2.59,30.13,"Nphp1",53885,"CCDS16709.1"
"CCDS71140.1|Mm108|chr2",53885,2073,1842.42,4.89,13.48,6.02,69.87,"Nphp1",53885,"CCDS71140.1"
"CCDS19539.1|Mm108|chr5",54723,2517,2286.42,13,28.87,12.9,100,"Tfip11",54723,"CCDS19539.1"
"CCDS56956.1|Mm108|chr14",56215,1659,1428.42,5,17.78,7.94,100,"Acin1",56215,"CCDS56956.1"
"CCDS24922.1|Mm108|chr11",56310,984,753.42,4,26.96,12.04,100,"Gps2",56310,"CCDS24922.1"
"CCDS40745.1|Mm108|chr9",56332,2319,2088.42,4,9.73,4.34,100,"Amotl2",56332,"CCDS40745.1"
"CCDS38940.1|Mm108|chr4",56381,10932,10701.42,0.03,0.01,0.01,2.94,"Spen",56381,"CCDS38940.1"
"CCDS84815.1|Mm108|chr4",56381,10863,10632.42,0.97,0.46,0.21,97.06,"Spen",56381,"CCDS84815.1"
"CCDS19986.1|Mm108|chr6",66075,684,453.44,148,1657.58,740.29,100,"Chchd3",66075,"CCDS19986.1"
"CCDS25568.1|Mm108|chr11",66997,1371,1140.42,134,596.72,266.5,100,"Psmd12",66997,"CCDS25568.1"
"CCDS89035.1|Mm108|chr17",67097,465,234.66,8,173.14,77.32,100,"Rps10",67097,"CCDS89035.1"
"CCDS16648.1|Mm108|chr2",67532,1320,1089.42,184,857.74,383.07,100,"Mfap1a",67532,"CCDS16648.1"
"CCDS18858.1|Mm108|chr4",67680,849,618.43,3,24.64,11,100,"Sdhb",67680,"CCDS18858.1"
"CCDS22222.1|Mm108|chr8",67920,891,660.42,62,476.76,212.92,100,"Mak16",67920,"CCDS22222.1"
"CCDS25366.1|Mm108|chr11",68524,1323,1092.42,6,27.89,12.46,100,"Wipf2",68524,"CCDS25366.1"
"CCDS89710.1|Mm108|chr3",68810,2016,1785.42,886,2520.15,1125.51,100,"Nexn",68810,"CCDS89710.1"
"CCDS51379.1|Mm108|chr4",69743,5289,5058.42,401.6,403.19,180.07,9.06,"Casz1",69743,"CCDS51379.1"
"CCDS52473.1|Mm108|chr8",73072,3297,3066.42,6,9.94,4.44,100,"Prr36",73072,"CCDS52473.1"
"CCDS18054.1|Mm108|chr4",74164,3345,3114.42,2,3.26,1.46,100,"Nfx1",74164,"CCDS18054.1"
"CCDS89318.1|Mm108|chr19",78891,2370,2139.42,1,2.37,1.06,100,"Scyl1",78891,"CCDS89318.1"
"CCDS15509.1|Mm108|chr1",98193,1776,1545.42,3,9.86,4.4,100,"Dcaf8",98193,"CCDS15509.1"
